Titel,Jahr,Authoren,ISBN,ISSN,DOI,Journal,Monat,Issue,Nummer,URL,Gruppen,
Development of {Accounting} in {Digital} {Economy} {Era},2021,"Olga Frolova, Irina Milgunova, Natalya Sidorova, Nadezhda Kulkova, Elena Kitaeva",978-3-030-49264-9,,10.1007/978-3-030-49264-9_5,,,,,,NOK1,
An {Effective} {Block}-{Chain} {Based} {Authentication} {Technique} for {Cloud} {Based} {IoT},2020,"S Babu, Rajendra Pamula",9789811566349,,10.1007/978-981-15-6634-9_28,,,,,,NOK1,
The {Value} of {Intelligent} {Cybersecurity} {Strategies} for {Dubai} {Smart} {City},2019,Khulood AlZaabi,978-3-030-01659-3,,10.1007/978-3-030-01659-3_49,,,,,,NOK1,
Problems and {Prospects} of {Economic} {Digitalization} in {Kyrgyzstan},2020,"Ainura Khamzaeva, Inabarkan Myrzaibraimova, Kanzharbek Mamashov",978-3-030-29586-8,,10.1007/978-3-030-29586-8_99,,,,,,NOK1,
Data {Integration} for {Smart} {Cities}: {Opportunities} and {Challenges},2020,"Subashini Raghavan, Boung Simon, Ying Lee, Wei Tan, Keh Kee",9789811500589,,10.1007/978-981-15-0058-9_38,,,,,,NOK1,
Data {Management} {Model} for {Internet} of {Everything},2019,Lulwah AlSuwaidan,978-3-030-27192-3,,10.1007/978-3-030-27192-3_26,,,,,,NOK1,
How {Smart} {Cities} {Explore} {New} {Technologies},2019,"Christian Bremser, Gunther Piller, Franz Rothlauf",978-3-030-31143-8,,10.1007/978-3-030-31143-8_1,,,,,,NOK1,
Limitations of {Digitizing} {Trade} {Finance} {Services} in {Yemeni} {Banking} {Sector},2019,Rami AlSabri,978-3-030-30874-2,,10.1007/978-3-030-30874-2_6,,,,,,NOK1,
Analysis of {Digitalization} in {Healthcare}: {Case} {Study},2020,"Goce Gavrilov, Orce Simov, Vladimir Trajkovik",978-3-030-62098-1,,10.1007/978-3-030-62098-1_17,,,,,,NOK1,
A {Novel} {Consensus} {Algorithm} for {Alliance} {Chain},2020,"Huijuan Wang, Jiang Yong, Xiaofeng Wang, Xiaotian Yin",9789811580833,,10.1007/978-981-15-8083-3_6,,,,,,NOK1,
{CollaborativeHealth}: {Smart} {Technologies} to {Surveil} {Outbreaks} of {Infectious} {Diseases} {Through} {Direct} and {Indirect} {Citizen} {Participation},2020,"Óscar ApolinarioArzube, José GarcíxadaDíxadaz, Sheila Pinto, Harry LunaAveiga, José MedinaMoreira, Juan GómezBerbis, Rafael ValenciaGarcia, José EstradeCabrera",978-3-030-51974-2,,10.1007/978-3-030-51974-2_15,,,,,,NOK1,
Improvement of {Legal} {Groundwork} for the {Online} {Dispute} {Resolution} {System},2020,"Teimur Zul’fugarzade, Madina Tsirina, Olga Semykina",978-3-030-39319-9,,10.1007/978-3-030-39319-9_87,,,,,,NOK1,
Emerging {Data} {Governance} {Issues} in {Big} {Data} {Applications} for {Food} {Safety},2018,"Salvatore Sapienza, Monica Palmirani",978-3-319-98349-3,,10.1007/978-3-319-98349-3_17,,,,,,NOK1,
{PrOnto}: {Privacy} {Ontology} for {Legal} {Reasoning},2018,"Monica Palmirani, Michele Martoni, Arianna Rossi, Cesare Bartolini, Livio Robaldo",978-3-319-98349-3,,10.1007/978-3-319-98349-3_11,,,,,,NOK1,
Privacy-{Preserving} {eID} {Derivation} for {Self}-{Sovereign} {Identity} {Systems},2020,"Andreas Abraham, Felix Hörandner, Olamide Omolola, Sebastian Ramacher",978-3-030-41579-2,,10.1007/978-3-030-41579-2_18,,,,,,"OK1, NOK2",
Use of {Information} and {Communication} {Technologies} for {Obtaining} {Public} {Social} {Services} in {Russia},2019,Veronika Romanenko,978-3-030-34770-3,,10.1007/978-3-030-34770-3_9,,,,,,NOK1,
Information and {Digital} {Economy} as an {Economic} {Category},2019,"Natalia Protopopova, Vladimir Grigoriev, Sergei Perevozchikov",978-3-319-90835-9,,10.1007/978-3-319-90835-9_35,,,,,,NOK1,
Human {Factors} {Affecting} {XBRL} {Adoption} {Success} in {Lebanese} {Small} to {Medium}-{Sized} {Enterprises},2020,"A Ayoub, Vidyasagar Potdar, A Rudra, H Luong",9789811575303,,10.1007/978-981-15-7530-3_8,,,,,,NOK1,
Toward {Large}-{Scale} {Logistics} {Interoperability} {Based} on an {Analysis} of {Available} {Open} {Standards},2019,Wout Hofman,978-3-030-13693-2,,10.1007/978-3-030-13693-2_21,,,,,,NOK1,
Formation of the {Information} {Space} for {Audit} and {Taxation} as a {Factor} for the {Improvement} of {Investment} {Attractiveness} of the {Ukrainian} {Economy},2020,"Irina Chumakova, Lyudmila Oleinikova, Svitlana Tsevukh",978-3-030-22493-6,,10.1007/978-3-030-22493-6_13,,,,,,NOK1,
Cyber {Threats} to {Information} {Security} in the {Digital} {Economy},2021,"K Luzgina, G Popova, I Manakhova",978-3-030-65596-9,,10.1007/978-3-030-65596-9_25,,,,,,NOK1,
Digitalization of {Tax} and {Customs} {Control} of {Foreign} {Trade} {Operations},2021,"K Pavlova, E Smolina",978-3-030-60929-0,,10.1007/978-3-030-60929-0_88,,,,,,NOK1,
Towards an {APIs} {Adoption} {Agile} {Model} in {Large} {Banks},2020,"Marta Tabares, Elizabeth Suescun",978-3-030-45688-7,,10.1007/978-3-030-45688-7_31,,,,,,NOK1,
"Health {Access} {Broker}: {Secure}, {Patient}-{Controlled} {Management} of {Personal} {Health} {Records} in the {Cloud}",2021,"Zainab Abaid, Arash Shaghaghi, Ravin Gunawardena, Suranga Seneviratne, Aruna Seneviratne, Sanjay Jha",978-3-030-57805-3,,10.1007/978-3-030-57805-3_11,,,,,,NOK1,
Is {Bitcoin}’s {Market} {Predictable}? {Analysis} of {Web} {Search} and {Social} {Media},2016,"Martina Matta, Ilaria Lunesu, Michele Marchesi",978-3-319-52758-1,,10.1007/978-3-319-52758-1_10,,,,,,NOK1,
Development of the {Format} of {CNI} of {Regional} {Food} {Market} {Participants} {Based} on {Digitalization} of {Business} {Processes},2020,"Vasilii Kuimov, Eva Shcherbenko, Liudmila Yushkova",978-3-030-60080-8,,10.1007/978-3-030-60080-8_3,,,,,,NOK1,
From {Information} {City} to {Smart} {City}: {Russian} {Experience} of {State} {Entrepreneurship},2020,E Ruzina,978-3-030-15577-3,,10.1007/978-3-030-15577-3_41,,,,,,NOK1,
Smart {Technologies} for {Smart} {Tourism} {Development},2020,"Tomáš Gajdošík, Andrea Orelová",978-3-030-51971-1,,10.1007/978-3-030-51971-1_27,,,,,,NOK1,
"Mapping the {Intellectual} {Progress} in e-{Business}, e-{Services} and e-{Society} from 2001 to 2019",2020,"Zacharoula Papamitsiou, Patrick Mikalef",978-3-030-44999-5,,10.1007/978-3-030-44999-5_21,,,,,,NOK1,
A {Conversational} {Digital} {Assistant} for {Intelligent} {Process} {Automation},2020,"Yara Rizk, Vatche Isahagian, Scott Boag, Yasaman Khazaeni, Merve Unuvar, Vinod Muthusamy, Rania Khalaf",978-3-030-58779-6,,10.1007/978-3-030-58779-6_6,,,,,,NOK1,
"Express {Internet} of {Things}: {Concept}, {Architecture} and {Frontier} {Outlook}",2020,"Ji Liang, Chunhui Yuan",9789811514685,,10.1007/978-981-15-1468-5_80,,,,,,NOK1,
Internet of {Things} ({IoT}) {Enabling} {Technologies} and {Applications}—{A} {Study},2021,"D Sreekantha, Ashok Koujalagi, T Girish, K Sairam",9789811535147,,10.1007/978-981-15-3514-7_107,,,,,,NOK1,
The {Institutional} {Basis} for {Implementing} “{Smart} {Technologies}” in the {Legal} {System} of {Fighting} {Crimes},2021,"Aleksandr Aleksandrov, Oleg Zaytsev, Petr Muraev, Vitaly Ruchkin",978-3-030-59126-7,,10.1007/978-3-030-59126-7_130,,,,,,NOK1,
The {Bitcoin} {Hunter}: {Detecting} {Bitcoin} {Traffic} over {Encrypted} {Channels},2020,"Fatemeh Rezaei, Shahrzad Naseri, Ittay Eyal, Amir Houmansadr",978-3-030-63086-7,,10.1007/978-3-030-63086-7_10,,,,,,NOK1,
Mapping of {Disease} {Names} to {Standard} {Codes} for {Effective} {EHR} {System} in {India},2020,"Prashant Kanade, Arun Kumar",978-3-030-46943-6,,10.1007/978-3-030-46943-6_31,,,,,,NOK1,
The {Challenges} of the {Logistics} {Industry} in the {Era} of {Digital} {Transformation},2021,"Dmitry Egorov, Anastasia Levina, Sofia Kalyazina, Peter Schuur, Berry Gerrits",978-3-030-64430-7,,10.1007/978-3-030-64430-7_17,,,,,,NOK1,
Integrated {Data} and {Service} {Platforms} for {Smart} {Energy} {Networks} as a {Key} {Component} for {Smart} {Cities},2020,"JanPhilipp Exner, Michelle Krämer, Dirk Werth, Andreas Eitel, Jochen Britz, Boris Brandherm",978-3-030-58814-4,,10.1007/978-3-030-58814-4_33,,,,,,NOK1,
Introduction: {The} {Automated} {Vehicles} {Symposium} 2018,2019,"Steven Shladover, Jane Lappin",978-3-030-22933-7,,10.1007/978-3-030-22933-7_1,,,,,,NOK1,
The {Production} and {Simplification} of {Evidence} - {Enhancing} {Trust} and {Costs} {Reduction} on {Court},2019,"Miguel Matos, Duarte Duque, Joaquim Silva, Irene Portela",978-3-030-00184-1,,10.1007/978-3-030-00184-1_31,,,,,,NOK1,
Using {Managerial} {Technologies} in the {Conditions} of {Digital} {Economy},2019,"Olga Kusakina, Galina Vorontsova, Oksana Momotova, Alexander Krasnikov, Galina Shelkoplyasova",978-3-319-90835-9,,10.1007/978-3-319-90835-9_31,,,,,,NOK1,
Effective {Handling} {Personal} {Electronic} {Health} {Records} {Using} {Metadata} {Over} {Cloud} {Computing},2019,"E Jyothi, B Rajani",9789811315800,,10.1007/978-981-13-1580-0_40,,,,,,NOK1,
e-{Health}: {A} {Framework} {Proposal} for {Interoperability} and {Health} {Data} {Sharing}. {A} {Brazilian} {Case},2019,"Neusa Andrade, Pedro Oliveira Costa Neto, Jair Mello Torres, Irapuan Júnior, Cláudio Scheidt, Welleson Gazel",978-3-030-29996-5,,10.1007/978-3-030-29996-5_72,,,,,,"OK1, NOK2",
Privacy {Preserving} and {Security} {Management} in {Cloud}-{Based} {Electronic} {Health} {Records}—{A} {Survey},2020,"S Prathima, C Priya",9789811532849,,10.1007/978-981-15-3284-9_3,,,,,,"OK1, NOK2",
Enabling {Reasoning} with {LegalRuleML},2016,"HoPun Lam, Mustafa Hashmi, Brendan Scofield",978-3-319-42019-6,,10.1007/978-3-319-42019-6_16,,,,,,NOK1,
Smart {Transformation} of the {Project} {Management} {System} and {Processes} as a {Factor} in {Increasing} the {Efficiency} and {Competitiveness} of the {Project},2021,"Irina Brikoshina, Alexandr Birukov, Artem Geokchakyan",978-3-030-59126-7,,10.1007/978-3-030-59126-7_176,,,,,,NOK1,
The {Main} {Directions} of {Improving} {Information} and {Communication} {Technologies} in the {Global} {Trends},2021,"Mykhailo Ilchenko, Leonid Uryvsky, Sergey Osypchuk",978-3-030-58359-0,,10.1007/978-3-030-58359-0_1,,,,,,NOK1,
Study on {Interoperability} of {Urban} {Information} {Systems}: {The} {Case} of {Smart} {St}. {Petersburg},2019,"Artem Shiyan, Sergey Mityagin, Sergey Drozhzhin",978-3-030-37858-5,,10.1007/978-3-030-37858-5_19,,,,,,NOK1,
Information and {Communication} {Technologies} for {Smart} and {Sustainable} {Agriculture},2020,"Hamid El Bilali, Francesco Bottalico, Giovanni Ottomano Palmisano, Roberto Capone",978-3-030-40049-1,,10.1007/978-3-030-40049-1_41,,,,,,NOK1,
Towards a {Holistic} {Privacy} {Preserving} {Approach} in a {Smart} {City} {Environment},2020,"Driss El Majdoubi, Hanan El Bakkali",978-3-030-37629-1,,10.1007/978-3-030-37629-1_68,,,,,,NOK1,
Unlocking the {Potential} of the {Internet} of {Things} to {Improve} {Resource} {Efficiency} in {Food} {Supply} {Chains},2019,"Sandeep Jagtap, Shahin Rahimifard",978-3-030-02312-6,,10.1007/978-3-030-02312-6_17,,,,,,NOK1,
Development of {Legal} {Education} and {Machine}-{Readable} {Law} in the {Conditions} of {Economy} {Digitization},2020,"Tatiana Epifanova, Natalia Vovchenko, Dmitry Toporov, Aleksei Pozdnyshov",978-3-030-29586-8,,10.1007/978-3-030-29586-8_110,,,,,,NOK1,
A {Graph} {Based} {Model} for {UAVs} {Group}-{Wide} {Collaboration} {Applied} on an {Anti}-terrorism {Scenario},2020,"Amal Gassara, Ismael Bouassida Rodriguez",978-3-030-41568-6,,10.1007/978-3-030-41568-6_20,,,,,,NOK1,
Enterprise {Engineering} in {Business} {Information} {Security},2019,"Yuri Bobbert, Hans Mulder",978-3-030-06097-8,,10.1007/978-3-030-06097-8_6,,,,,,NOK1,
Towards a {Reference} {Model} for {Configuring} {Services} {Portfolio} of {Digital} {Innovation} {Hubs}: {The} {ETBSD} {Model},2020,"Claudio Sassanelli, Hervé Panetto, Wided Guedria, Sergio Terzi, Guy Doumeingts",978-3-030-62412-5,,10.1007/978-3-030-62412-5_49,,,,,,NOK1,
The {Internet} of {Things}: {Possibilities} of {Application} in {Intelligent} {Supply} {Chain} {Management},2020,"T Evtodieva, D Chernovа, N Ivanova, J Wirth",978-3-030-11367-4,,10.1007/978-3-030-11367-4_38,,,,,,NOK1,
Digital {Services} {Based} on {Vehicle} {Usage} {Data}: {The} {Underlying} {Vehicle} {Data} {Value} {Chain},2020,"Christian Kaiser, Andreas Festl, Gernot Pucher, Michael Fellmann, Alexander Stocker",978-3-030-61750-9,,10.1007/978-3-030-61750-9_2,,,,,,NOK1,
National {Features} of {Forming} a {Digital} {Economy} in {Russia},2020,"Pavel Gureev, Viktoriya Degtyareva, Inna Prokhorova",978-3-030-39319-9,,10.1007/978-3-030-39319-9_2,,,,,,NOK1,
Critical {Materials} {Traceability}: {More} {Important} {Than} {Metallurgy},2018,J Goode,978-3-319-95022-8,,10.1007/978-3-319-95022-8_212,,,,,,NOK1,
"Overview of {E}-commerce {Technologies}, {Data} {Analysis} {Capabilities} and {Marketing} {Knowledge}",2019,"Safa Kaabi, Rim Jallouli",978-3-030-30874-2,,10.1007/978-3-030-30874-2_14,,,,,,NOK1,
Cities for {All} {Ages}: {Singapore} {Use} {Case},2019,"Mounir Mokhtari, Antoine Marassé, Martin Kodys, Hamdi Aloulou",978-3-030-30712-7,,10.1007/978-3-030-30712-7_32,,,,,,NOK1,
{IoT} and {Semantic}-{Based} {Manufacturing} {System} in the {Era} of {Industry} 4.0,2021,"Sube Singh, Biswajit Mahanty, Manoj Tiwari",9789811556890,,10.1007/978-981-15-5689-0_4,,,,,,NOK1,
Spectrum {Broker} {Service} for {Micro}-operator and {CBRS} {Priority} {Access} {Licenses},2018,"Topias Kokkinen, Heikki Kokkinen, Seppo Yrjölä",978-3-319-76207-4,,10.1007/978-3-319-76207-4_20,,,,,,NOK1,
Privacy-{Preserving} {Data} {Publishing} in {Process} {Mining},2020,"Majid Rafiei, Wil Aalst",978-3-030-58638-6,,10.1007/978-3-030-58638-6_8,,,,,,NOK1,
Revolutionary {Context} of the {Evolution} of a {Business} {Enterprise},2020,Cezary Suszyński,978-3-030-30549-9,,10.1007/978-3-030-30549-9_18,,,,,,NOK1,
"Structure for {Knowledge} {Acquisition}, {Use}, {Learning} and {Collaboration} {Inter} {Agents} over {Internet} {Infrastructure} {Domains}",2019,"Juliao Braga, Joao Silva, Patricia Endo, Nizam Omar",978-3-030-22871-2,,10.1007/978-3-030-22871-2_36,,,,,,NOK1,
Security and {Privacy} {Awareness} in {Smart} {Environments} – {A} {Cross}-{Country} {Investigation},2020,"Oksana Kulyk, Benjamin Reinheimer, Lukas Aldag, Peter Mayer, Nina Gerber, Melanie Volkamer",978-3-030-54455-3,,10.1007/978-3-030-54455-3_7,,,,,,NOK1,
An {Open} {Source} {Software} {Architecture} for {Smart} {Buildings},2019,"Ahmed Alwan, Andres Baravalle, Mihaela Ciupala, Paolo Falcarin",978-3-030-01057-7,,10.1007/978-3-030-01057-7_14,,,,,,NOK1,
{DOS}-{GAN}: {A} {Distributed} {Over}-{Sampling} {Method} {Based} on {Generative} {Adversarial} {Networks} for {Distributed} {Class}-{Imbalance} {Learning},2020,"Hongtao Guan, Xingkong Ma, Siqi Shen",978-3-030-60248-2,,10.1007/978-3-030-60248-2_42,,,,,,NOK1,
Privacy {Implication} and {Technical} {Requirements} {Toward} {GDPR} {Compliance},2020,"ChingChun Huang, Zihshiuan Yuan",978-3-030-32523-7,,10.1007/978-3-030-32523-7_24,,,,,,NOK1,
"Blockchain-enabled supply chain: analysis, challenges, and future directions",2020,"Sohail Jabbar, Huw Lloyd, Mohammad Hammoudeh, Bamidele Adebisi, Umar Raza",,1432-1882,10.1007/s00530-020-00687-0,Multimedia Systems,November,,,https://doi.org/10.1007/s00530-020-00687-0,NOK1,
How digitalization affects insurance companies: overview and use cases of digital technologies,2020,"Christian Eckert, Katrin Osterrieder",,1865-9748,10.1007/s12297-020-00475-9,Zeitschrift für die gesamte Versicherungswissenschaft,October,,,https://doi.org/10.1007/s12297-020-00475-9,NOK1,
The {IoT} electric business model: {Using} blockchain technology for the internet of things,2017,"Yu Zhang, Jiangtao Wen",,1936-6450,10.1007/s12083-016-0456-1,Peer-to-Peer Networking and Applications,July,,4,https://doi.org/10.1007/s12083-016-0456-1,NOK1,
A remix {IDE}: smart contract-based framework for the healthcare sector by using {Blockchain} technology,2020,"Rana Amir Latif, Khalid Hussain, N Jhanjhi, Anand Nayyar, Osama Rizwan",,1573-7721,10.1007/s11042-020-10087-1,Multimedia Tools and Applications,November,,,https://doi.org/10.1007/s11042-020-10087-1,"OK1, OK2, NOK3",
Autochain platform: expert automatic algorithm {Blockchain} technology for house rental {dApp} image application model,2020,"SeongKyu Kim, JunHo Huh",,1687-5281,10.1186/s13640-020-00537-z,EURASIP Journal on Image and Video Processing,October,,1,https://doi.org/10.1186/s13640-020-00537-z,NOK1,
A {Blockchain}-{Based} {Approach} {Towards} {Overcoming} {Financial} {Fraud} in {Public} {Sector} {Services},2017,"Hissu Hyvärinen, Marten Risius, Gustav Friis",,1867-0202,10.1007/s12599-017-0502-4,Business \& Information Systems Engineering,December,,6,https://doi.org/10.1007/s12599-017-0502-4,"OK1, OK2, OK3, Interesting",
Blockchain {Paradigm} and {Internet} of {Things},2019,"Valentin Rakovic, Jovan Karamachoski, Vladimir Atanasovski, Liljana Gavrilovska",,1572-834X,10.1007/s11277-019-06270-9,Wireless Personal Communications,May,,1,https://doi.org/10.1007/s11277-019-06270-9,NOK1,
Blockchain technology and its applications to combat {COVID}-19 pandemic,2020,"Abhishek Sharma, Shashi Bahl, Ashok Bagha, Mohd Javaid, Dinesh Shukla, Abid Haleem",,2446-4740,10.1007/s42600-020-00106-3,Research on Biomedical Engineering,October,,,https://doi.org/10.1007/s42600-020-00106-3,NOK1,
Quantifying the {Cost} of {Distrust}: {Comparing} {Blockchain} and {Cloud} {Services} for {Business} {Process} {Execution},2020,"Paul Rimba, An Tran, Ingo Weber, Mark Staples, Alexander Ponomarev, Xiwei Xu",,1572-9419,10.1007/s10796-018-9876-1,Information Systems Frontiers,April,,2,https://doi.org/10.1007/s10796-018-9876-1,NOK1,
On the {Creation} of a {Universal} {Protected} {Trusted} {Digital} {Asset} ({Token}),2018,"S Grinyaev, R Zlotin, A Milushkin, D Pravikov, I Selionov, A Shcherbakov, Yu Shchuko",,1934-8371,10.3103/S0005105518050059,Automatic Documentation and Mathematical Linguistics,September,,5,https://doi.org/10.3103/S0005105518050059,"OK1, NOK2",
Hyperledger fabric-based consortium blockchain for construction quality information management,2020,"Botao Zhong, Haitao Wu, Lieyun Ding, Hanbin Luo, Ying Luo, Xing Pan",,2096-0255,10.1007/s42524-020-0128-y,Frontiers of Engineering Management,December,,4,https://doi.org/10.1007/s42524-020-0128-y,NOK1,
Blockchain {Network} {Based} {Topic} {Mining} {Process} for {Cognitive} {Manufacturing},2019,"Kyungyong Chung, Hyun Yoo, Doeun Choe, Hoill Jung",,1572-834X,10.1007/s11277-018-5979-8,Wireless Personal Communications,March,,2,https://doi.org/10.1007/s11277-018-5979-8,NOK1,
Blockchain-technology in the energy industry: blockchain as a driver of the energy revolution? {With} focus on the situation in {Germany},2020,"Bartek Mika, Alexander Goudz",,1868-3975,10.1007/s12667-020-00391-y,Energy Systems,May,,,https://doi.org/10.1007/s12667-020-00391-y,NOK1,
The fifth archetype of electricity market: the blockchain marketplace,2019,"Yueqiang Xu, Petri Ahokangas, Seppo Yrjölä, Timo Koivumäki",,1572-8196,10.1007/s11276-019-02065-9,Wireless Networks,July,,,https://doi.org/10.1007/s11276-019-02065-9,NOK1,
Penetration testing framework for smart contract {Blockchain},2020,"Akashdeep Bhardwaj, Syed Shah, Achyut Shankar, Mamoun Alazab, Manoj Kumar, Thippa Gadekallu",,1936-6450,10.1007/s12083-020-00991-6,Peer-to-Peer Networking and Applications,September,,,https://doi.org/10.1007/s12083-020-00991-6,NOK1,
Pricing strategy and system performance in a cloud-based manufacturing system built on blockchain technology,2020,"Xiaobao Zhu, Jing Shi, Fengjie Xie, Rouqi Song",,1572-8145,10.1007/s10845-020-01548-3,Journal of Intelligent Manufacturing,December,,8,https://doi.org/10.1007/s10845-020-01548-3,NOK1,
Cybersecurity threat intelligence knowledge exchange based on blockchain,2020,"R Riesco, X LarrivaNovo, V Villagra",,1572-9451,10.1007/s11235-019-00613-4,Telecommunication Systems,February,,2,https://doi.org/10.1007/s11235-019-00613-4,NOK1,
{DEALER}: decentralized incentives for threat intelligence reporting and exchange,2020,"Florian Menges, Benedikt Putz, Günther Pernul",,1615-5270,10.1007/s10207-020-00528-1,International Journal of Information Security,December,,,https://doi.org/10.1007/s10207-020-00528-1,"OK1, Interesting, NOK2",
‘{Fit}-for-purpose?’ – challenges and opportunities for applications of blockchain technology in the future of healthcare,2019,"Tim Mackey, TsungTing Kuo, Basker Gummadi, Kevin Clauson, George Church, Dennis Grishin, Kamal Obbad, Robert Barkovich, Maria Palombini",,1741-7015,10.1186/s12916-019-1296-7,BMC Medicine,March,,1,https://doi.org/10.1186/s12916-019-1296-7,NOK1,
